cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b8,b4,2.0,-2.0,4,0,self-doubt / encouragement,0.07065987586975098
b8,b4,2.0,-2.0,4,1,frustration / despair,0.05431370437145233
b8,b4,2.0,-2.0,4,2,uncertainty / indecision,0.11632934957742691
b8,b4,2.0,-2.0,4,3,romantic idealism,0.024662932381033897
b8,b4,2.0,-2.0,4,4,academic ambition / competitive determination,0.09036284685134888
b8,b4,2.0,-2.0,4,5,ironic amusement,0.09359593689441681
b8,b4,2.0,-2.0,4,6,enthusiasm / curiosity,0.09309641271829605
b8,b4,2.0,-2.0,5,0,self-doubt / encouragement,0.13859911262989044
b8,b4,2.0,-2.0,5,1,frustration / despair,0.09519156068563461
b8,b4,2.0,-2.0,5,2,uncertainty / indecision,0.1692523956298828
b8,b4,2.0,-2.0,5,3,romantic idealism,0.02732592634856701
b8,b4,2.0,-2.0,5,4,academic ambition / competitive determination,0.11773522198200226
b8,b4,2.0,-2.0,5,5,ironic amusement,0.1222238689661026
b8,b4,2.0,-2.0,5,6,enthusiasm / curiosity,0.17996390163898468
b8,b4,2.0,-2.0,6,0,self-doubt / encouragement,0.1300545185804367
b8,b4,2.0,-2.0,6,1,frustration / despair,0.12806229293346405
b8,b4,2.0,-2.0,6,2,uncertainty / indecision,0.19559545814990997
b8,b4,2.0,-2.0,6,3,romantic idealism,0.04833988472819328
b8,b4,2.0,-2.0,6,4,academic ambition / competitive determination,0.13966210186481476
b8,b4,2.0,-2.0,6,5,ironic amusement,0.08481590449810028
b8,b4,2.0,-2.0,6,6,enthusiasm / curiosity,0.14740367233753204
b8,b4,2.0,-2.0,7,0,self-doubt / encouragement,0.22900131344795227
b8,b4,2.0,-2.0,7,1,frustration / despair,0.23806548118591309
b8,b4,2.0,-2.0,7,2,uncertainty / indecision,0.2088056206703186
b8,b4,2.0,-2.0,7,3,romantic idealism,0.0721249058842659
b8,b4,2.0,-2.0,7,4,academic ambition / competitive determination,0.10063125938177109
b8,b4,2.0,-2.0,7,5,ironic amusement,0.18458206951618195
b8,b4,2.0,-2.0,7,6,enthusiasm / curiosity,0.21555769443511963
b8,b4,2.0,0.0,0,0,self-doubt / encouragement,0.20025020837783813
b8,b4,2.0,0.0,0,1,frustration / despair,0.22510358691215515
b8,b4,2.0,0.0,0,2,uncertainty / indecision,0.18865670263767242
b8,b4,2.0,0.0,0,3,romantic idealism,-0.013371109031140804
b8,b4,2.0,0.0,0,4,academic ambition / competitive determination,0.05639797821640968
b8,b4,2.0,0.0,0,5,ironic amusement,0.08881612122058868
b8,b4,2.0,0.0,0,6,enthusiasm / curiosity,0.14959056675434113
b8,b4,2.0,0.0,1,0,self-doubt / encouragement,0.12358766794204712
b8,b4,2.0,0.0,1,1,frustration / despair,0.15652057528495789
b8,b4,2.0,0.0,1,2,uncertainty / indecision,0.15992122888565063
b8,b4,2.0,0.0,1,3,romantic idealism,0.08460450172424316
b8,b4,2.0,0.0,1,4,academic ambition / competitive determination,0.028006665408611298
b8,b4,2.0,0.0,1,5,ironic amusement,0.11619946360588074
b8,b4,2.0,0.0,1,6,enthusiasm / curiosity,0.11505993455648422
b8,b4,2.0,0.0,2,0,self-doubt / encouragement,0.16644588112831116
b8,b4,2.0,0.0,2,1,frustration / despair,0.08828797936439514
b8,b4,2.0,0.0,2,2,uncertainty / indecision,0.18965382874011993
b8,b4,2.0,0.0,2,3,romantic idealism,0.06397201120853424
b8,b4,2.0,0.0,2,4,academic ambition / competitive determination,0.26346614956855774
b8,b4,2.0,0.0,2,5,ironic amusement,0.13283079862594604
b8,b4,2.0,0.0,2,6,enthusiasm / curiosity,0.20830611884593964
b8,b4,2.0,0.0,3,0,self-doubt / encouragement,0.06772104650735855
b8,b4,2.0,0.0,3,1,frustration / despair,0.07418173551559448
b8,b4,2.0,0.0,3,2,uncertainty / indecision,0.1182534471154213
b8,b4,2.0,0.0,3,3,romantic idealism,0.0012644161470234394
b8,b4,2.0,0.0,3,4,academic ambition / competitive determination,0.08670889586210251
b8,b4,2.0,0.0,3,5,ironic amusement,0.12299680709838867
b8,b4,2.0,0.0,3,6,enthusiasm / curiosity,0.1412336230278015
b8,b4,2.0,0.0,4,0,self-doubt / encouragement,0.02987457998096943
b8,b4,2.0,0.0,4,1,frustration / despair,0.035641759634017944
b8,b4,2.0,0.0,4,2,uncertainty / indecision,0.10258058458566666
b8,b4,2.0,0.0,4,3,romantic idealism,0.0253573227673769
b8,b4,2.0,0.0,4,4,academic ambition / competitive determination,0.03925691545009613
b8,b4,2.0,0.0,4,5,ironic amusement,0.029280342161655426
b8,b4,2.0,0.0,4,6,enthusiasm / curiosity,0.07245778292417526
b8,b4,2.0,0.0,5,0,self-doubt / encouragement,0.15549248456954956
b8,b4,2.0,0.0,5,1,frustration / despair,0.13724179565906525
b8,b4,2.0,0.0,5,2,uncertainty / indecision,0.22918187081813812
b8,b4,2.0,0.0,5,3,romantic idealism,0.07569719851016998
b8,b4,2.0,0.0,5,4,academic ambition / competitive determination,0.12145040184259415
b8,b4,2.0,0.0,5,5,ironic amusement,0.1255149096250534
b8,b4,2.0,0.0,5,6,enthusiasm / curiosity,0.20934990048408508
b8,b4,2.0,0.0,6,0,self-doubt / encouragement,0.0074074845761060715
b8,b4,2.0,0.0,6,1,frustration / despair,0.0326261930167675
b8,b4,2.0,0.0,6,2,uncertainty / indecision,0.06916065514087677
b8,b4,2.0,0.0,6,3,romantic idealism,0.05376114696264267
b8,b4,2.0,0.0,6,4,academic ambition / competitive determination,0.022552430629730225
b8,b4,2.0,0.0,6,5,ironic amusement,0.07324423640966415
b8,b4,2.0,0.0,6,6,enthusiasm / curiosity,0.07984437793493271
b8,b4,2.0,0.0,7,0,self-doubt / encouragement,0.22566470503807068
b8,b4,2.0,0.0,7,1,frustration / despair,0.34420865774154663
b8,b4,2.0,0.0,7,2,uncertainty / indecision,0.25417453050613403
b8,b4,2.0,0.0,7,3,romantic idealism,0.07651469111442566
b8,b4,2.0,0.0,7,4,academic ambition / competitive determination,0.09812728315591812
b8,b4,2.0,0.0,7,5,ironic amusement,0.15157583355903625
b8,b4,2.0,0.0,7,6,enthusiasm / curiosity,0.20909768342971802
b8,b4,2.0,2.0,0,0,self-doubt / encouragement,0.14005020260810852
b8,b4,2.0,2.0,0,1,frustration / despair,0.1345500349998474
b8,b4,2.0,2.0,0,2,uncertainty / indecision,0.20790663361549377
b8,b4,2.0,2.0,0,3,romantic idealism,0.09253089129924774
b8,b4,2.0,2.0,0,4,academic ambition / competitive determination,0.04481537640094757
b8,b4,2.0,2.0,0,5,ironic amusement,0.20655487477779388
b8,b4,2.0,2.0,0,6,enthusiasm / curiosity,0.17848317325115204
b8,b4,2.0,2.0,1,0,self-doubt / encouragement,0.05664188414812088
b8,b4,2.0,2.0,1,1,frustration / despair,0.10954661667346954
b8,b4,2.0,2.0,1,2,uncertainty / indecision,0.12251847237348557
b8,b4,2.0,2.0,1,3,romantic idealism,0.0209207646548748
b8,b4,2.0,2.0,1,4,academic ambition / competitive determination,0.052066169679164886
b8,b4,2.0,2.0,1,5,ironic amusement,0.1008143201470375
b8,b4,2.0,2.0,1,6,enthusiasm / curiosity,0.11354024708271027
b8,b4,2.0,2.0,2,0,self-doubt / encouragement,0.22465389966964722
b8,b4,2.0,2.0,2,1,frustration / despair,0.17058444023132324
b8,b4,2.0,2.0,2,2,uncertainty / indecision,0.15766368806362152
b8,b4,2.0,2.0,2,3,romantic idealism,0.20016610622406006
b8,b4,2.0,2.0,2,4,academic ambition / competitive determination,0.04631219059228897
b8,b4,2.0,2.0,2,5,ironic amusement,0.213253915309906
b8,b4,2.0,2.0,2,6,enthusiasm / curiosity,0.20227643847465515
b8,b4,2.0,2.0,3,0,self-doubt / encouragement,0.07454347610473633
b8,b4,2.0,2.0,3,1,frustration / despair,0.05252907797694206
b8,b4,2.0,2.0,3,2,uncertainty / indecision,0.09002601355314255
b8,b4,2.0,2.0,3,3,romantic idealism,0.028971116989850998
b8,b4,2.0,2.0,3,4,academic ambition / competitive determination,0.04008076339960098
b8,b4,2.0,2.0,3,5,ironic amusement,0.108486607670784
b8,b4,2.0,2.0,3,6,enthusiasm / curiosity,0.11854083091020584
b8,b4,2.0,2.0,4,0,self-doubt / encouragement,0.16079594194889069
b8,b4,2.0,2.0,4,1,frustration / despair,0.13097500801086426
b8,b4,2.0,2.0,4,2,uncertainty / indecision,0.2565506100654602
b8,b4,2.0,2.0,4,3,romantic idealism,0.20340189337730408
b8,b4,2.0,2.0,4,4,academic ambition / competitive determination,0.12827448546886444
b8,b4,2.0,2.0,4,5,ironic amusement,0.1670708954334259
b8,b4,2.0,2.0,4,6,enthusiasm / curiosity,0.2235998958349228
b8,b4,2.0,2.0,5,0,self-doubt / encouragement,0.10524721443653107
b8,b4,2.0,2.0,5,1,frustration / despair,0.11789589375257492
b8,b4,2.0,2.0,5,2,uncertainty / indecision,0.1402209848165512
b8,b4,2.0,2.0,5,3,romantic idealism,-0.007560425903648138
b8,b4,2.0,2.0,5,4,academic ambition / competitive determination,0.05205525830388069
b8,b4,2.0,2.0,5,5,ironic amusement,0.08850462734699249
b8,b4,2.0,2.0,5,6,enthusiasm / curiosity,0.13451355695724487
b8,b4,2.0,2.0,6,0,self-doubt / encouragement,0.13292184472084045
b8,b4,2.0,2.0,6,1,frustration / despair,0.06630349904298782
b8,b4,2.0,2.0,6,2,uncertainty / indecision,0.1538359373807907
b8,b4,2.0,2.0,6,3,romantic idealism,0.06982041895389557
b8,b4,2.0,2.0,6,4,academic ambition / competitive determination,0.09391827881336212
b8,b4,2.0,2.0,6,5,ironic amusement,0.15054510533809662
b8,b4,2.0,2.0,6,6,enthusiasm / curiosity,0.21384721994400024
b8,b4,2.0,2.0,7,0,self-doubt / encouragement,0.2939532399177551
b8,b4,2.0,2.0,7,1,frustration / despair,0.34492677450180054
b8,b4,2.0,2.0,7,2,uncertainty / indecision,0.39835917949676514
b8,b4,2.0,2.0,7,3,romantic idealism,0.17481476068496704
b8,b4,2.0,2.0,7,4,academic ambition / competitive determination,0.28996434807777405
b8,b4,2.0,2.0,7,5,ironic amusement,0.28677278757095337
b8,b4,2.0,2.0,7,6,enthusiasm / curiosity,0.33368515968322754
b8,b7,-2.0,-2.0,0,0,self-doubt / encouragement,0.16998769342899323
b8,b7,-2.0,-2.0,0,1,frustration / despair,0.12056832760572433
b8,b7,-2.0,-2.0,0,2,uncertainty / indecision,0.17240706086158752
b8,b7,-2.0,-2.0,0,3,romantic idealism,0.0917009487748146
b8,b7,-2.0,-2.0,0,4,academic ambition / competitive determination,0.09445492178201675
b8,b7,-2.0,-2.0,0,5,ironic amusement,0.1986619383096695
b8,b7,-2.0,-2.0,0,6,enthusiasm / curiosity,0.1727452576160431
b8,b7,-2.0,-2.0,1,0,self-doubt / encouragement,0.09071953594684601
b8,b7,-2.0,-2.0,1,1,frustration / despair,0.0743790939450264
b8,b7,-2.0,-2.0,1,2,uncertainty / indecision,0.09890861064195633
b8,b7,-2.0,-2.0,1,3,romantic idealism,0.03025650419294834
b8,b7,-2.0,-2.0,1,4,academic ambition / competitive determination,0.07690420001745224
b8,b7,-2.0,-2.0,1,5,ironic amusement,0.10276052355766296
b8,b7,-2.0,-2.0,1,6,enthusiasm / curiosity,0.13687673211097717
b8,b7,-2.0,-2.0,2,0,self-doubt / encouragement,0.1408536434173584
b8,b7,-2.0,-2.0,2,1,frustration / despair,0.08148924261331558
b8,b7,-2.0,-2.0,2,2,uncertainty / indecision,0.13998068869113922
b8,b7,-2.0,-2.0,2,3,romantic idealism,0.11954076588153839
b8,b7,-2.0,-2.0,2,4,academic ambition / competitive determination,0.10562142729759216
b8,b7,-2.0,-2.0,2,5,ironic amusement,0.18572525680065155
b8,b7,-2.0,-2.0,2,6,enthusiasm / curiosity,0.17314425110816956
b8,b7,-2.0,-2.0,3,0,self-doubt / encouragement,0.10307369381189346
b8,b7,-2.0,-2.0,3,1,frustration / despair,0.07793811708688736
b8,b7,-2.0,-2.0,3,2,uncertainty / indecision,0.1473102569580078
b8,b7,-2.0,-2.0,3,3,romantic idealism,0.039503417909145355
b8,b7,-2.0,-2.0,3,4,academic ambition / competitive determination,0.10269056260585785
b8,b7,-2.0,-2.0,3,5,ironic amusement,0.1327509731054306
b8,b7,-2.0,-2.0,3,6,enthusiasm / curiosity,0.17334306240081787
b8,b7,-2.0,-2.0,4,0,self-doubt / encouragement,0.13267633318901062
b8,b7,-2.0,-2.0,4,1,frustration / despair,0.11060619354248047
b8,b7,-2.0,-2.0,4,2,uncertainty / indecision,0.20589607954025269
b8,b7,-2.0,-2.0,4,3,romantic idealism,0.12539446353912354
b8,b7,-2.0,-2.0,4,4,academic ambition / competitive determination,0.17473401129245758
b8,b7,-2.0,-2.0,4,5,ironic amusement,0.09101520478725433
b8,b7,-2.0,-2.0,4,6,enthusiasm / curiosity,0.1809433251619339
b8,b7,-2.0,-2.0,5,0,self-doubt / encouragement,0.08971858769655228
b8,b7,-2.0,-2.0,5,1,frustration / despair,0.13720011711120605
b8,b7,-2.0,-2.0,5,2,uncertainty / indecision,0.13583026826381683
b8,b7,-2.0,-2.0,5,3,romantic idealism,0.01649915799498558
b8,b7,-2.0,-2.0,5,4,academic ambition / competitive determination,0.05651490390300751
b8,b7,-2.0,-2.0,5,5,ironic amusement,0.10776400566101074
b8,b7,-2.0,-2.0,5,6,enthusiasm / curiosity,0.12572932243347168
b8,b7,-2.0,-2.0,6,0,self-doubt / encouragement,0.0558825358748436
b8,b7,-2.0,-2.0,6,1,frustration / despair,0.07698928564786911
b8,b7,-2.0,-2.0,6,2,uncertainty / indecision,0.14130699634552002
b8,b7,-2.0,-2.0,6,3,romantic idealism,-0.005172464996576309
b8,b7,-2.0,-2.0,6,4,academic ambition / competitive determination,0.04519278556108475
b8,b7,-2.0,-2.0,6,5,ironic amusement,0.021536773070693016
b8,b7,-2.0,-2.0,6,6,enthusiasm / curiosity,0.07194545865058899
b8,b7,-2.0,-2.0,7,0,self-doubt / encouragement,0.17351220548152924
b8,b7,-2.0,-2.0,7,1,frustration / despair,0.10546882450580597
b8,b7,-2.0,-2.0,7,2,uncertainty / indecision,0.20018215477466583
b8,b7,-2.0,-2.0,7,3,romantic idealism,0.060220297425985336
b8,b7,-2.0,-2.0,7,4,academic ambition / competitive determination,0.08153410255908966
b8,b7,-2.0,-2.0,7,5,ironic amusement,0.15217836201190948
b8,b7,-2.0,-2.0,7,6,enthusiasm / curiosity,0.12419289350509644
b8,b7,-2.0,0.0,0,0,self-doubt / encouragement,0.13056142628192902
b8,b7,-2.0,0.0,0,1,frustration / despair,0.07960298657417297
b8,b7,-2.0,0.0,0,2,uncertainty / indecision,0.12467452138662338
b8,b7,-2.0,0.0,0,3,romantic idealism,0.05521149933338165
b8,b7,-2.0,0.0,0,4,academic ambition / competitive determination,0.02350233495235443
b8,b7,-2.0,0.0,0,5,ironic amusement,0.08042799681425095
b8,b7,-2.0,0.0,0,6,enthusiasm / curiosity,0.0865272805094719
b8,b7,-2.0,0.0,1,0,self-doubt / encouragement,0.1527615636587143
b8,b7,-2.0,0.0,1,1,frustration / despair,0.10295349359512329
b8,b7,-2.0,0.0,1,2,uncertainty / indecision,0.1676984429359436
b8,b7,-2.0,0.0,1,3,romantic idealism,-0.022096607834100723
b8,b7,-2.0,0.0,1,4,academic ambition / competitive determination,0.1115560382604599
b8,b7,-2.0,0.0,1,5,ironic amusement,0.1226440817117691
b8,b7,-2.0,0.0,1,6,enthusiasm / curiosity,0.11313195526599884
b8,b7,-2.0,0.0,2,0,self-doubt / encouragement,0.13277414441108704
b8,b7,-2.0,0.0,2,1,frustration / despair,0.07126232981681824
b8,b7,-2.0,0.0,2,2,uncertainty / indecision,0.1281988024711609
b8,b7,-2.0,0.0,2,3,romantic idealism,0.10321937501430511
b8,b7,-2.0,0.0,2,4,academic ambition / competitive determination,0.10393443703651428
b8,b7,-2.0,0.0,2,5,ironic amusement,0.15718892216682434
b8,b7,-2.0,0.0,2,6,enthusiasm / curiosity,0.18689872324466705
b8,b7,-2.0,0.0,3,0,self-doubt / encouragement,0.1019725427031517
b8,b7,-2.0,0.0,3,1,frustration / despair,0.08965389430522919
b8,b7,-2.0,0.0,3,2,uncertainty / indecision,0.13949702680110931
b8,b7,-2.0,0.0,3,3,romantic idealism,0.07449480146169662
b8,b7,-2.0,0.0,3,4,academic ambition / competitive determination,0.05371800810098648
b8,b7,-2.0,0.0,3,5,ironic amusement,0.11582067608833313
b8,b7,-2.0,0.0,3,6,enthusiasm / curiosity,0.14598791301250458
b8,b7,-2.0,0.0,4,0,self-doubt / encouragement,0.12815937399864197
b8,b7,-2.0,0.0,4,1,frustration / despair,0.09591628611087799
b8,b7,-2.0,0.0,4,2,uncertainty / indecision,0.17688941955566406
b8,b7,-2.0,0.0,4,3,romantic idealism,0.0992179587483406
b8,b7,-2.0,0.0,4,4,academic ambition / competitive determination,0.18114347755908966
b8,b7,-2.0,0.0,4,5,ironic amusement,0.12085333466529846
b8,b7,-2.0,0.0,4,6,enthusiasm / curiosity,0.19535072147846222
b8,b7,-2.0,0.0,5,0,self-doubt / encouragement,0.08807329833507538
b8,b7,-2.0,0.0,5,1,frustration / despair,0.11454488337039948
b8,b7,-2.0,0.0,5,2,uncertainty / indecision,0.13989880681037903
b8,b7,-2.0,0.0,5,3,romantic idealism,-0.01066632941365242
b8,b7,-2.0,0.0,5,4,academic ambition / competitive determination,0.05443524196743965
b8,b7,-2.0,0.0,5,5,ironic amusement,0.10094626992940903
b8,b7,-2.0,0.0,5,6,enthusiasm / curiosity,0.12607455253601074
b8,b7,-2.0,0.0,6,0,self-doubt / encouragement,0.050577312707901
b8,b7,-2.0,0.0,6,1,frustration / despair,0.042020320892333984
b8,b7,-2.0,0.0,6,2,uncertainty / indecision,0.08135531097650528
b8,b7,-2.0,0.0,6,3,romantic idealism,0.047530002892017365
b8,b7,-2.0,0.0,6,4,academic ambition / competitive determination,0.04943562671542168
b8,b7,-2.0,0.0,6,5,ironic amusement,0.14877478778362274
b8,b7,-2.0,0.0,6,6,enthusiasm / curiosity,0.07173492759466171
b8,b7,-2.0,0.0,7,0,self-doubt / encouragement,0.2063046097755432
b8,b7,-2.0,0.0,7,1,frustration / despair,0.19243218004703522
b8,b7,-2.0,0.0,7,2,uncertainty / indecision,0.25778985023498535
b8,b7,-2.0,0.0,7,3,romantic idealism,0.12774576246738434
b8,b7,-2.0,0.0,7,4,academic ambition / competitive determination,0.14669020473957062
b8,b7,-2.0,0.0,7,5,ironic amusement,0.12233951687812805
b8,b7,-2.0,0.0,7,6,enthusiasm / curiosity,0.1899939924478531
b8,b7,-2.0,2.0,0,0,self-doubt / encouragement,0.18894152343273163
b8,b7,-2.0,2.0,0,1,frustration / despair,0.13707002997398376
b8,b7,-2.0,2.0,0,2,uncertainty / indecision,0.167368084192276
b8,b7,-2.0,2.0,0,3,romantic idealism,0.08109930157661438
b8,b7,-2.0,2.0,0,4,academic ambition / competitive determination,0.15643635392189026
b8,b7,-2.0,2.0,0,5,ironic amusement,0.11169052869081497
b8,b7,-2.0,2.0,0,6,enthusiasm / curiosity,0.14591868221759796
b8,b7,-2.0,2.0,1,0,self-doubt / encouragement,0.09174048900604248
b8,b7,-2.0,2.0,1,1,frustration / despair,0.10116785019636154
b8,b7,-2.0,2.0,1,2,uncertainty / indecision,0.14512768387794495
b8,b7,-2.0,2.0,1,3,romantic idealism,0.027263514697551727
b8,b7,-2.0,2.0,1,4,academic ambition / competitive determination,0.0887741670012474
b8,b7,-2.0,2.0,1,5,ironic amusement,0.10683658719062805
b8,b7,-2.0,2.0,1,6,enthusiasm / curiosity,0.14050710201263428
b8,b7,-2.0,2.0,2,0,self-doubt / encouragement,0.15620869398117065
b8,b7,-2.0,2.0,2,1,frustration / despair,0.061277467757463455
b8,b7,-2.0,2.0,2,2,uncertainty / indecision,0.070340096950531
b8,b7,-2.0,2.0,2,3,romantic idealism,0.03563680499792099
b8,b7,-2.0,2.0,2,4,academic ambition / competitive determination,0.05667925253510475
b8,b7,-2.0,2.0,2,5,ironic amusement,0.031108032912015915
b8,b7,-2.0,2.0,2,6,enthusiasm / curiosity,0.11550107598304749
b8,b7,-2.0,2.0,3,0,self-doubt / encouragement,0.055672917515039444
b8,b7,-2.0,2.0,3,1,frustration / despair,0.10910569131374359
b8,b7,-2.0,2.0,3,2,uncertainty / indecision,0.12931379675865173
b8,b7,-2.0,2.0,3,3,romantic idealism,0.024298012256622314
b8,b7,-2.0,2.0,3,4,academic ambition / competitive determination,0.06256324052810669
b8,b7,-2.0,2.0,3,5,ironic amusement,0.11198705434799194
b8,b7,-2.0,2.0,3,6,enthusiasm / curiosity,0.13674452900886536
b8,b7,-2.0,2.0,4,0,self-doubt / encouragement,0.19788716733455658
b8,b7,-2.0,2.0,4,1,frustration / despair,0.12206846475601196
b8,b7,-2.0,2.0,4,2,uncertainty / indecision,0.24067986011505127
b8,b7,-2.0,2.0,4,3,romantic idealism,0.12800398468971252
b8,b7,-2.0,2.0,4,4,academic ambition / competitive determination,0.18638989329338074
b8,b7,-2.0,2.0,4,5,ironic amusement,0.07433156669139862
b8,b7,-2.0,2.0,4,6,enthusiasm / curiosity,0.18059775233268738
b8,b7,-2.0,2.0,5,0,self-doubt / encouragement,0.15368187427520752
b8,b7,-2.0,2.0,5,1,frustration / despair,0.13545385003089905
b8,b7,-2.0,2.0,5,2,uncertainty / indecision,0.23902049660682678
b8,b7,-2.0,2.0,5,3,romantic idealism,-0.007976568304002285
b8,b7,-2.0,2.0,5,4,academic ambition / competitive determination,0.17723897099494934
b8,b7,-2.0,2.0,5,5,ironic amusement,0.13992191851139069
b8,b7,-2.0,2.0,5,6,enthusiasm / curiosity,0.181507408618927
b8,b7,-2.0,2.0,6,0,self-doubt / encouragement,0.07990055531263351
b8,b7,-2.0,2.0,6,1,frustration / despair,0.0475376695394516
b8,b7,-2.0,2.0,6,2,uncertainty / indecision,0.10570278763771057
b8,b7,-2.0,2.0,6,3,romantic idealism,-0.013145904056727886
b8,b7,-2.0,2.0,6,4,academic ambition / competitive determination,0.07752899825572968
b8,b7,-2.0,2.0,6,5,ironic amusement,0.15389849245548248
b8,b7,-2.0,2.0,6,6,enthusiasm / curiosity,0.07855168730020523
b8,b7,-2.0,2.0,7,0,self-doubt / encouragement,0.21127773821353912
b8,b7,-2.0,2.0,7,1,frustration / despair,0.21037809550762177
b8,b7,-2.0,2.0,7,2,uncertainty / indecision,0.20038673281669617
b8,b7,-2.0,2.0,7,3,romantic idealism,0.051137201488018036
b8,b7,-2.0,2.0,7,4,academic ambition / competitive determination,0.08123251050710678
b8,b7,-2.0,2.0,7,5,ironic amusement,0.1555069386959076
b8,b7,-2.0,2.0,7,6,enthusiasm / curiosity,0.16119714081287384
b8,b7,0.0,-2.0,0,0,self-doubt / encouragement,0.24010775983333588
b8,b7,0.0,-2.0,0,1,frustration / despair,0.16612063348293304
b8,b7,0.0,-2.0,0,2,uncertainty / indecision,0.20127709209918976
b8,b7,0.0,-2.0,0,3,romantic idealism,0.1230132207274437
b8,b7,0.0,-2.0,0,4,academic ambition / competitive determination,0.1517445594072342
b8,b7,0.0,-2.0,0,5,ironic amusement,0.14739485085010529
b8,b7,0.0,-2.0,0,6,enthusiasm / curiosity,0.18730014562606812
b8,b7,0.0,-2.0,1,0,self-doubt / encouragement,0.10299979895353317
b8,b7,0.0,-2.0,1,1,frustration / despair,0.11654634028673172
b8,b7,0.0,-2.0,1,2,uncertainty / indecision,0.15033431351184845
b8,b7,0.0,-2.0,1,3,romantic idealism,0.022664878517389297
b8,b7,0.0,-2.0,1,4,academic ambition / competitive determination,0.08047297596931458
b8,b7,0.0,-2.0,1,5,ironic amusement,0.06706193089485168
b8,b7,0.0,-2.0,1,6,enthusiasm / curiosity,0.1170770600438118
b8,b7,0.0,-2.0,2,0,self-doubt / encouragement,0.11487842351198196
b8,b7,0.0,-2.0,2,1,frustration / despair,0.047212306410074234
b8,b7,0.0,-2.0,2,2,uncertainty / indecision,0.06190266087651253
b8,b7,0.0,-2.0,2,3,romantic idealism,0.11990389227867126
b8,b7,0.0,-2.0,2,4,academic ambition / competitive determination,0.14278094470500946
b8,b7,0.0,-2.0,2,5,ironic amusement,0.14754745364189148
b8,b7,0.0,-2.0,2,6,enthusiasm / curiosity,0.13487586379051208
b8,b7,0.0,-2.0,3,0,self-doubt / encouragement,0.0751107856631279
b8,b7,0.0,-2.0,3,1,frustration / despair,0.07705845683813095
b8,b7,0.0,-2.0,3,2,uncertainty / indecision,0.11815701425075531
b8,b7,0.0,-2.0,3,3,romantic idealism,0.01537619810551405
b8,b7,0.0,-2.0,3,4,academic ambition / competitive determination,0.07596538215875626
b8,b7,0.0,-2.0,3,5,ironic amusement,0.12127641588449478
b8,b7,0.0,-2.0,3,6,enthusiasm / curiosity,0.12870904803276062
b8,b7,0.0,-2.0,4,0,self-doubt / encouragement,0.11244892328977585
b8,b7,0.0,-2.0,4,1,frustration / despair,0.10770496726036072
b8,b7,0.0,-2.0,4,2,uncertainty / indecision,0.1863601803779602
b8,b7,0.0,-2.0,4,3,romantic idealism,0.08956192433834076
b8,b7,0.0,-2.0,4,4,academic ambition / competitive determination,0.21544846892356873
b8,b7,0.0,-2.0,4,5,ironic amusement,0.05726347118616104
b8,b7,0.0,-2.0,4,6,enthusiasm / curiosity,0.15503080189228058
b8,b7,0.0,-2.0,5,0,self-doubt / encouragement,0.20128004252910614
b8,b7,0.0,-2.0,5,1,frustration / despair,0.18486712872982025
b8,b7,0.0,-2.0,5,2,uncertainty / indecision,0.2773273289203644
b8,b7,0.0,-2.0,5,3,romantic idealism,0.10509626567363739
b8,b7,0.0,-2.0,5,4,academic ambition / competitive determination,0.16257211565971375
b8,b7,0.0,-2.0,5,5,ironic amusement,0.14030784368515015
b8,b7,0.0,-2.0,5,6,enthusiasm / curiosity,0.20896705985069275
b8,b7,0.0,-2.0,6,0,self-doubt / encouragement,0.07869532704353333
b8,b7,0.0,-2.0,6,1,frustration / despair,0.06495488435029984
b8,b7,0.0,-2.0,6,2,uncertainty / indecision,0.15513424575328827
b8,b7,0.0,-2.0,6,3,romantic idealism,0.02349265292286873
b8,b7,0.0,-2.0,6,4,academic ambition / competitive determination,0.06546778231859207
b8,b7,0.0,-2.0,6,5,ironic amusement,0.052380986511707306
b8,b7,0.0,-2.0,6,6,enthusiasm / curiosity,0.07552610337734222
b8,b7,0.0,-2.0,7,0,self-doubt / encouragement,0.17309634387493134
b8,b7,0.0,-2.0,7,1,frustration / despair,0.20162035524845123
b8,b7,0.0,-2.0,7,2,uncertainty / indecision,0.24567213654518127
b8,b7,0.0,-2.0,7,3,romantic idealism,0.1531493365764618
b8,b7,0.0,-2.0,7,4,academic ambition / competitive determination,0.10546055436134338
b8,b7,0.0,-2.0,7,5,ironic amusement,0.16878007352352142
b8,b7,0.0,-2.0,7,6,enthusiasm / curiosity,0.15347209572792053
b8,b7,0.0,0.0,0,0,self-doubt / encouragement,0.2579997777938843
b8,b7,0.0,0.0,0,1,frustration / despair,0.1789245754480362
b8,b7,0.0,0.0,0,2,uncertainty / indecision,0.29380178451538086
b8,b7,0.0,0.0,0,3,romantic idealism,0.09819807857275009
b8,b7,0.0,0.0,0,4,academic ambition / competitive determination,0.12983283400535583
b8,b7,0.0,0.0,0,5,ironic amusement,0.1419805884361267
b8,b7,0.0,0.0,0,6,enthusiasm / curiosity,0.18679827451705933
b8,b7,0.0,0.0,1,0,self-doubt / encouragement,0.08845274150371552
b8,b7,0.0,0.0,1,1,frustration / despair,0.12093593180179596
b8,b7,0.0,0.0,1,2,uncertainty / indecision,0.15784244239330292
